customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST10403,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,69.8,756.39,No
CUST10404,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,59.18,4325.14,Yes
CUST10405,Female,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.16,1392.0,No
CUST10406,Male,0,Yes,No,71,No,No,Fiber optic,No,No,No,No,No,One year,Yes,Bank transfer,58.0,4176.94,No
CUST10407,Male,0,Yes,No,3,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,17.5,77.4,No
CUST10408,Female,0,No,Yes,11,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Electronic check,43.28,517.21,No
CUST10409,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Two year,Yes,Electronic check,65.12,1307.91,Yes
CUST10410,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,66.9,124.2,Yes
CUST10411,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.64,58.74501913521552,No
CUST10412,Female,0,No,Yes,26,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,No,Credit card,46.09,1250.0,No
CUST10413,Female,0,Yes,No,24,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.03,543.19,No
CUST10414,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Two year,No,Bank transfer,65.78,845.18,No
CUST10415,Male,1,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Bank transfer,58.54,1007.4,No
CUST10416,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,58.99,767.3,Yes
CUST10417,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,Two year,No,Mailed check,35.7,35.95858942406594,Yes
CUST10418,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Two year,No,Mailed check,56.05,549.18,No
CUST10419,Female,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Mailed check,63.3,316.66,Yes
CUST10420,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,Two year,No,Electronic check,38.93,112.75,No
CUST10421,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer,50.81,3696.0,No
CUST10422,Male,0,No,No,21,No,No,Fiber optic,No,No,No,Yes,No,Two year,No,Electronic check,70.57,1535.6,No
CUST10423,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Bank transfer,47.8,1521.13,Yes
CUST10424,Male,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,59.67,598.64,No
CUST10425,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,One year,No,Mailed check,68.29,819.42,No
CUST10426,Male,0,Yes,No,6,No,No,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer,45.04,310.27,No
CUST10427,Female,1,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,49.02,149.08,No
CUST10428,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,52.42,272.5,Yes
CUST10429,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.93,2263.21,Yes
CUST10430,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,48.27,1350.35,Yes
CUST10431,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,No,Credit card,60.36,1216.48,No
CUST10432,Female,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.76,754.56,Yes
CUST10433,Male,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Bank transfer,51.02,,No
CUST10434,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,43.28,84.55,No
CUST10435,Female,0,Yes,No,7,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,22.73,169.47,Yes
CUST10436,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Bank transfer,44.65,486.95,Yes
CUST10437,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,No,One year,Yes,Electronic check,35.4,1289.05,Yes
CUST10438,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,Yes,No,Two year,No,Bank transfer,51.69,3792.49,No
CUST10439,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,,No,Month-to-month,Yes,Electronic check,44.07,299.12,Yes
CUST10440,Male,1,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card,64.87,3259.36,No
CUST10441,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,No,Yes,One year,Yes,Electronic check,54.69,2352.05,No
CUST10442,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,48.71,346.62,No
CUST10443,Male,0,No,No,12,No,No,Fiber optic,No,No,Yes,No,No,One year,No,Mailed check,60.52,781.87,No
CUST10444,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.17,524.29,No
CUST10445,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,73.13,5344.99,No
CUST10446,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,74.0,376.65,Yes
CUST10447,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,48.82,1911.73,No
CUST10448,Male,1,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Two year,Yes,Mailed check,51.07,507.02,Yes
CUST10449,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,42.51,1355.52,No
CUST10450,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,No,Mailed check,65.08,895.18,No
CUST10451,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,64.65,1362.88,No
CUST10452,Male,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,Two year,Yes,Credit card,45.64,1973.34,No
CUST10453,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.11,2580.56,No
CUST10454,Male,0,No,No,48,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.82,1317.23,No
CUST10455,Female,1,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,15.3,22.94,No
CUST10456,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Credit card,58.71,1685.62,Yes
CUST10457,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.95,282.22,Yes
CUST10458,Male,0,No,No,12,No,No,DSL,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,51.42,650.5,No
CUST10459,Male,0,Yes,No,19,No,No,DSL,No,No,No,Yes,No,Month-to-month,No,Mailed check,47.68,950.19,Yes
CUST10460,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Two year,No,Electronic check,62.99,816.63,No
CUST10461,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,No,Credit card,65.64,1180.83,No
CUST10462,Female,0,No,No,72,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.49,1350.13,Yes
CUST10463,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,58.4,234.98,No
CUST10464,Female,1,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,One year,No,Credit card,57.61,1588.93,Yes
CUST10465,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Bank transfer,53.35,693.7,No
CUST10466,Male,1,Yes,No,3,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,30.16,98.34,Yes
CUST10467,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,No,Bank transfer,50.82,261.42,No
CUST10468,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,50.98,3665.01,Yes
CUST10469,Female,0,No,Yes,50,Yes,Yes,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,55.03,2784.96,No
CUST10470,Male,0,Yes,Yes,57,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,17.7,1018.46,Yes
CUST10471,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One year,No,Bank transfer,47.95,3494.65,No
CUST10472,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,17.78,118.59,Yes
CUST10473,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,48.12,531.29,Yes
CUST10474,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.88,1944.2,Yes
CUST10475,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.3,992.61,No
CUST10476,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Bank transfer,66.85,934.94,Yes
CUST10477,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,No,One year,No,Mailed check,44.36,495.5,No
CUST10478,Female,0,Yes,No,21,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,20.26,452.56,Yes
CUST10479,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,No,Two year,Yes,Electronic check,61.89,1286.83,No
CUST10480,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Bank transfer,38.84,208.93,No
CUST10481,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.46,553.16,No
CUST10482,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,65.57,1320.57,No
CUST10483,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,51.6,1068.43,Yes
CUST10484,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,63.58,387.49,No
CUST10485,Female,0,No,No,32,No,No,Fiber optic,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,58.19,1938.89,Yes
CUST10486,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card,51.2,51.531373686721174,No
CUST10487,Male,0,No,Yes,10,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,25.5,277.94,Yes
CUST10488,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.68,2177.26,Yes
CUST10489,Female,0,Yes,No,19,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,8.38,164.31,Yes
CUST10490,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,Yes,Yes,Two year,No,Mailed check,53.99,450.1,Yes
CUST10491,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,55.23,1603.59,Yes
CUST10492,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.65,913.45,Yes
CUST10493,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.7,2283.9,No
CUST10494,Male,0,No,No,31,Yes,Yes,No,No,No,No,No,No,One year,No,Mailed check,25.75,814.67,No
CUST10495,Male,0,No,Yes,22,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,45.14,1031.94,Yes
CUST10496,Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,Yes,Two year,No,Mailed check,57.35,971.44,No
CUST10497,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.5,93.12,No
CUST10498,Female,0,No,Yes,7,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,35.36,276.3,No
CUST10499,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Credit card,61.8,,No
CUST10500,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Credit card,52.53,1145.36,Yes
CUST10501,Female,0,No,No,17,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer,13.86,250.95,Yes
CUST10502,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,40.09,,No
CUST10503,Female,0,No,Yes,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,47.04,41.63445326087943,No
CUST10504,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,65.18,1107.47,Yes
CUST10505,Male,0,Yes,No,8,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Credit card,6.88,59.51,No
CUST10506,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,No,Bank transfer,67.71,2171.24,No
CUST10507,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,Yes,Mailed check,39.44,45.147272891606356,No
CUST10508,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.2,1189.81,No
CUST10509,Female,0,No,Yes,68,Yes,Yes,No,No,No,No,No,No,One year,No,Electronic check,18.77,1279.51,No
CUST10510,Female,0,Yes,No,4,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,21.96,105.12,Yes
CUST10511,Male,0,No,Yes,15,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,28.25,,No
CUST10512,Female,1,No,No,2,Yes,Yes,DSL,Yes,No,No,Yes,No,One year,Yes,Credit card,52.27,150.14,Yes
CUST10513,Female,0,No,No,23,Yes,Yes,DSL,Yes,Yes,No,No,No,One year,Yes,Bank transfer,41.93,1006.65,No
CUST10514,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.72,1217.99,Yes
CUST10515,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.11,331.23,No
CUST10516,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,42.26,755.31,Yes
CUST10517,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,42.14,2325.45,Yes
CUST10518,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Mailed check,52.87,320.28,No
CUST10519,Male,1,No,Yes,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,52.32,50.79967370967121,No
CUST10520,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,54.71,2631.84,Yes
CUST10521,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Credit card,64.75,1349.67,Yes
CUST10522,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.72,3477.65,Yes
CUST10523,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,Yes,Credit card,56.94,1255.79,No
CUST10524,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,One year,Yes,Mailed check,48.04,1916.32,No
CUST10525,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Two year,Yes,Electronic check,56.36,779.24,No
CUST10526,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,Yes,Bank transfer,55.36,1869.56,No
CUST10527,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,72.68,4289.73,Yes
CUST10528,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,65.27,1385.75,Yes
CUST10529,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,,No,Month-to-month,Yes,Mailed check,43.28,212.31,Yes
CUST10530,Female,0,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,51.42,417.26,Yes
CUST10531,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,48.52,290.1,No
CUST10532,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,43.97,,No
CUST10533,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.06,592.89,No
CUST10534,Female,0,No,Yes,19,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,13.24,253.85,No
CUST10535,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card,60.88,1339.58,Yes
CUST10536,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,63.49,885.44,Yes
CUST10537,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,75.66,1749.11,No
CUST10538,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Two year,No,Mailed check,51.01,142.45,Yes
CUST10539,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,62.01,189.94,No
CUST10540,Female,0,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.77,220.45,Yes
CUST10541,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Two year,Yes,Electronic check,40.23,719.03,No
CUST10542,Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.26,373.21,No
CUST10543,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,28.06,245.4,No
CUST10544,Female,1,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,34.35,452.06,Yes
CUST10545,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,One year,Yes,Bank transfer,36.53,1490.06,No
CUST10546,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,68.56,68.44064515845274,No
CUST10547,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,42.02,1087.56,No
CUST10548,Female,0,Yes,No,26,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,15.73,431.88,Yes
CUST10549,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,85.46,3314.02,No
CUST10550,Female,1,Yes,No,64,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,11.28,731.78,No
CUST10551,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.12,69.65966334981009,Yes
CUST10552,Female,0,No,No,4,No,No,Fiber optic,Yes,Yes,No,Yes,No,Two year,No,Electronic check,63.72,307.26,No
CUST10553,Female,1,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.25,3671.05,Yes
CUST10554,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,61.51,944.68,No
CUST10555,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,63.04,1267.12,Yes
CUST10556,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,50.47,1363.95,Yes
CUST10557,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Credit card,68.31,1917.75,No
CUST10558,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,56.23,3650.94,No
CUST10559,Female,1,No,No,72,Yes,Yes,No,,No,No,No,No,Month-to-month,Yes,Credit card,19.71,1451.83,No
CUST10560,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,62.8,1942.81,No
CUST10561,Male,0,No,No,8,No,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.17,512.94,Yes
CUST10562,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,50.01,2546.6,No
CUST10563,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,One year,No,Electronic check,60.98,112.29,No
CUST10564,Male,0,Yes,No,6,No,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.77,394.58,No
CUST10565,Female,0,Yes,No,54,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.61,1845.96,Yes
CUST10566,Male,0,Yes,No,7,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,17.13,149.01,No
CUST10567,Male,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,50.36,309.11,Yes
CUST10568,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,18.42,76.31,Yes
CUST10569,Male,0,No,No,47,No,No,DSL,No,Yes,No,Yes,No,Two year,Yes,Mailed check,42.18,2024.61,No
CUST10570,Female,0,Yes,No,16,No,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card,58.93,991.22,Yes
CUST10571,Female,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,57.72,1536.63,Yes
CUST10572,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,Two year,Yes,Credit card,36.44,256.21,No
CUST10573,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,49.43,1738.0,No
CUST10574,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.59,1384.57,No
CUST10575,Female,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,One year,Yes,Mailed check,33.91,299.84,No
CUST10576,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,69.14,903.47,No
CUST10577,Female,0,No,No,5,No,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,63.77,381.79,No
CUST10578,Female,0,Yes,No,72,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,24.23,1785.65,No
CUST10579,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,One year,Yes,Bank transfer,62.38,1571.83,No
CUST10580,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card,55.64,3681.84,Yes
CUST10581,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.85,654.23,No
CUST10582,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,42.96,1576.62,No
CUST10583,Male,0,No,No,34,Yes,No,DSL,No,No,No,No,Yes,One year,Yes,Mailed check,45.03,1582.68,No
CUST10584,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.86,1884.7,No
CUST10585,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.55,3623.21,Yes
CUST10586,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,Two year,No,Electronic check,69.97,914.54,No
CUST10587,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.76,259.57,No
CUST10588,Male,0,Yes,Yes,26,No,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,62.21,1706.68,No
CUST10589,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.07,1825.48,Yes
CUST10590,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,53.13,1125.09,No
CUST10591,Female,1,No,Yes,5,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,25.32,147.21,Yes
CUST10592,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Two year,No,Bank transfer,61.14,1047.29,Yes
CUST10593,Male,0,No,No,8,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,12.02,117.57,No
CUST10594,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,47.36,666.68,Yes
CUST10595,Male,0,No,No,24,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,21.41,551.94,Yes
CUST10596,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,Yes,One year,No,Electronic check,46.32,1519.72,Yes
CUST10597,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Credit card,45.02,310.27,No
CUST10598,Male,0,Yes,No,12,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,21.7,284.22,No
CUST10599,Male,1,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,Two year,No,Electronic check,40.36,331.69,Yes
CUST10600,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.68,377.87,No
CUST10601,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,57.95,2157.01,No
CUST10602,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.26,3952.46,Yes
